Membrane Name (abbreviation),Block A (x),Block B (1-x),Block A/B ratio,Polymer type,Conductivity Measuring Temperature [oC],Membrane Anion Conductivity [S/cm],Cluster No.,principal component 0_A,principal component 1_A,principal component 2_A,principal component 3_A,principal component 4_A,principal component 5_A,principal component 6_A,principal component 7_A,principal component 8_A,principal component 9_A,principal component 10_A,principal component 11_A,principal component 12_A,principal component 13_A,principal component 14_A,principal component 15_A,principal component 16_A,principal component 17_A,principal component 18_A,principal component 19_A,principal component 20_A,principal component 21_A,principal component 22_A,principal component 23_A,principal component 24_A,principal component 25_A,principal component 26_A,principal component 27_A,principal component 28_A,principal component 29_A,principal component 30_A,principal component 31_A,principal component 0_B,principal component 1_B,principal component 2_B,principal component 3_B,principal component 4_B,principal component 5_B,principal component 6_B,principal component 7_B,principal component 8_B,principal component 9_B,principal component 10_B,principal component 11_B,principal component 12_B,principal component 13_B,principal component 14_B,principal component 15_B,principal component 16_B,principal component 17_B,principal component 18_B,principal component 19_B,principal component 20_B,principal component 21_B,principal component 22_B,principal component 23_B,principal component 24_B,principal component 25_B,principal component 26_B,principal component 27_B,principal component 28_B,principal component 29_B,principal component 30_B,principal component 31_B
PES-PPH-Mor(OH)-100,0.978,0.022,44.455,1,80,0.048,4,15.58410702,-11.07658672,-9.488383438,-8.018557804,0.150766777,1.581964102,-2.580435112,1.929732614,5.271273264,-0.046662873,-5.075700532,1.211863842,-0.322844752,1.213205083,7.150538028,2.908898827,-0.142731341,-1.136521255,0.448361516,2.145826856,-3.266217791,1.979296643,1.913411997,3.601540256,1.182318469,2.090219611,-0.116576935,-0.704532626,-0.35626699,-1.519316905,3.517490943,1.143340037,3.372965698,3.005454959,-2.194321757,-8.981618787,2.949847928,-8.713087426,-0.287564881,-0.922425562,-0.259380777,-0.571497705,0.314066227,-1.092274895,-1.771270396,0.346839725,0.276560245,0.490466514,-0.761299509,-2.925096901,0.005239532,1.399538598,0.138431331,-0.136508249,-1.514143421,1.487687727,0.066741698,0.825851143,-0.676885716,0.335957877,1.42436616,1.48020426,-0.894330428,-0.854689123
PES-PPH-Mor(OH)-80,0.752,0.248,3.032,1,80,0.04,4,15.58410702,-11.07658672,-9.488383438,-8.018557804,0.150766777,1.581964102,-2.580435112,1.929732614,5.271273264,-0.046662873,-5.075700532,1.211863842,-0.322844752,1.213205083,7.150538028,2.908898827,-0.142731341,-1.136521255,0.448361516,2.145826856,-3.266217791,1.979296643,1.913411997,3.601540256,1.182318469,2.090219611,-0.116576935,-0.704532626,-0.35626699,-1.519316905,3.517490943,1.143340037,3.372965698,3.005454959,-2.194321757,-8.981618787,2.949847928,-8.713087426,-0.287564881,-0.922425562,-0.259380777,-0.571497705,0.314066227,-1.092274895,-1.771270396,0.346839725,0.276560245,0.490466514,-0.761299509,-2.925096901,0.005239532,1.399538598,0.138431331,-0.136508249,-1.514143421,1.487687727,0.066741698,0.825851143,-0.676885716,0.335957877,1.42436616,1.48020426,-0.894330428,-0.854689123
PES-PPH-Py(OH)-100,0.974,0.026,37.462,1,80,0.059,4,15.01233123,-10.81979219,-10.23056732,-8.806114522,0.137608536,2.495766882,-2.128297568,0.986497345,4.131860742,-0.171702613,-4.974587198,-0.026359807,1.677499638,0.458496674,6.721681859,2.996174758,0.330128562,-2.375089158,0.92923755,3.646034246,-2.166094612,0.739239975,2.000659551,3.093694885,2.566291173,3.554730866,1.183517688,-1.275475038,-0.770856831,-0.286169742,2.458896997,0.835550394,3.372965698,3.005454959,-2.194321757,-8.981618787,2.949847928,-8.713087426,-0.287564881,-0.922425562,-0.259380777,-0.571497705,0.314066227,-1.092274895,-1.771270396,0.346839725,0.276560245,0.490466514,-0.761299509,-2.925096901,0.005239532,1.399538598,0.138431331,-0.136508249,-1.514143421,1.487687727,0.066741698,0.825851143,-0.676885716,0.335957877,1.42436616,1.48020426,-0.894330428,-0.854689123
PES-PPH-Py(OH)-80,0.785,0.215,3.651,1,80,0.055,4,15.01233123,-10.81979219,-10.23056732,-8.806114522,0.137608536,2.495766882,-2.128297568,0.986497345,4.131860742,-0.171702613,-4.974587198,-0.026359807,1.677499638,0.458496674,6.721681859,2.996174758,0.330128562,-2.375089158,0.92923755,3.646034246,-2.166094612,0.739239975,2.000659551,3.093694885,2.566291173,3.554730866,1.183517688,-1.275475038,-0.770856831,-0.286169742,2.458896997,0.835550394,3.372965698,3.005454959,-2.194321757,-8.981618787,2.949847928,-8.713087426,-0.287564881,-0.922425562,-0.259380777,-0.571497705,0.314066227,-1.092274895,-1.771270396,0.346839725,0.276560245,0.490466514,-0.761299509,-2.925096901,0.005239532,1.399538598,0.138431331,-0.136508249,-1.514143421,1.487687727,0.066741698,0.825851143,-0.676885716,0.335957877,1.42436616,1.48020426,-0.894330428,-0.854689123
PPO-SDSU-20,0.2,0.8,0.25,1,80,0.0408,3,-17.17180419,0.038190671,0.585053876,1.66551469,1.299979303,-3.83298516,6.766452113,1.24356032,-2.072836573,-0.526282747,-4.333802557,0.34269794,-1.830185516,2.773095032,3.79650998,-3.310403254,-2.640653602,2.334208141,-0.871306227,-0.173032098,-2.200813734,4.142511883,1.060085151,-2.953691875,-1.637002297,-0.090024664,-1.8172131,-0.152132715,-0.000925656,-0.007543158,-1.081159301,-2.45054765,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
PPO-SDSU-27,0.27,0.73,0.37,1,80,0.05011,3,-17.17180419,0.038190671,0.585053876,1.66551469,1.299979303,-3.83298516,6.766452113,1.24356032,-2.072836573,-0.526282747,-4.333802557,0.34269794,-1.830185516,2.773095032,3.79650998,-3.310403254,-2.640653602,2.334208141,-0.871306227,-0.173032098,-2.200813734,4.142511883,1.060085151,-2.953691875,-1.637002297,-0.090024664,-1.8172131,-0.152132715,-0.000925656,-0.007543158,-1.081159301,-2.45054765,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
PPO-SDSU-36,0.36,0.64,0.563,1,80,0.07691,3,-17.17180419,0.038190671,0.585053876,1.66551469,1.299979303,-3.83298516,6.766452113,1.24356032,-2.072836573,-0.526282747,-4.333802557,0.34269794,-1.830185516,2.773095032,3.79650998,-3.310403254,-2.640653602,2.334208141,-0.871306227,-0.173032098,-2.200813734,4.142511883,1.060085151,-2.953691875,-1.637002297,-0.090024664,-1.8172131,-0.152132715,-0.000925656,-0.007543158,-1.081159301,-2.45054765,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
PPO-DDSU-20,0.2,0.8,0.25,1,80,0.04817,3,-16.92471324,2.441526387,4.316239184,0.947612424,1.618767851,-0.959169538,5.638360361,4.27193053,-0.453905257,0.006559077,-4.041384084,0.363146294,-3.681055446,2.540953505,3.225581353,-2.788709876,-2.666601116,2.814178986,-0.770680104,-0.380082606,-2.741567072,3.488862141,-1.844558543,-3.392117996,-2.36672569,0.196413256,-1.631261617,-0.924916317,-1.164266386,0.626186123,-1.534225587,-0.981075247,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
PPO-DDSU-27,0.27,0.73,0.37,1,80,0.07028,3,-16.92471324,2.441526387,4.316239184,0.947612424,1.618767851,-0.959169538,5.638360361,4.27193053,-0.453905257,0.006559077,-4.041384084,0.363146294,-3.681055446,2.540953505,3.225581353,-2.788709876,-2.666601116,2.814178986,-0.770680104,-0.380082606,-2.741567072,3.488862141,-1.844558543,-3.392117996,-2.36672569,0.196413256,-1.631261617,-0.924916317,-1.164266386,0.626186123,-1.534225587,-0.981075247,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
QAPTBHI,0.5,0.5,1,0,80,0.0971,6,0.37084409,-2.481210388,-6.105363992,-4.215430923,-0.217530524,8.261213129,5.797693514,-2.941718126,-1.851331365,-1.473234352,1.412906889,-1.360410254,-0.26001467,0.167123321,3.503703165,5.946608938,4.276721953,-2.129664139,1.301494034,2.70359348,1.283504648,-0.074376168,1.433638752,-1.53151489,0.589028568,4.024549251,-1.374910009,0.785689208,0.789344425,1.487546118,-1.030300933,-0.757824404,13.51040568,16.79001624,4.55347911,-2.294957119,-4.216903623,7.331095361,-3.966308246,7.817062361,-3.224068488,1.070197464,0.047107309,-5.30632163,5.956666313,-9.784781376,-1.916103762,-0.751882314,0.319068428,-0.536395237,0.776103771,1.09835266,0.662873115,0.030033272,-1.260192536,-0.799876691,0.534047139,1.085578777,-2.814556099,-1.996078963,0.415507922,-0.031834745,-0.553044792,0.606088636
QAPTDBHI-20,0.8,0.2,4,1,80,0.11556,5,0.37084409,-2.481210388,-6.105363992,-4.215430923,-0.217530524,8.261213129,5.797693514,-2.941718126,-1.851331365,-1.473234352,1.412906889,-1.360410254,-0.26001467,0.167123321,3.503703165,5.946608938,4.276721953,-2.129664139,1.301494034,2.70359348,1.283504648,-0.074376168,1.433638752,-1.53151489,0.589028568,4.024549251,-1.374910009,0.785689208,0.789344425,1.487546118,-1.030300933,-0.757824404,8.734520206,15.93293453,6.258331442,-1.009611562,-2.678327391,7.446083738,-3.697927607,8.250751961,-4.090926103,2.665404222,-0.362567066,-5.842249977,6.54517973,-9.626801239,-1.873601671,-0.743399229,0.669118481,0.510110688,1.777006071,1.066060462,0.780489453,1.869843492,-0.435347664,-1.191213735,1.37459432,2.211494695,-2.602506551,-1.431705324,-0.613009722,0.532684766,-1.005808524,0.614381499
QAPTDBHI-30,0.7,0.3,2.333,1,80,0.13594,5,0.37084409,-2.481210388,-6.105363992,-4.215430923,-0.217530524,8.261213129,5.797693514,-2.941718126,-1.851331365,-1.473234352,1.412906889,-1.360410254,-0.26001467,0.167123321,3.503703165,5.946608938,4.276721953,-2.129664139,1.301494034,2.70359348,1.283504648,-0.074376168,1.433638752,-1.53151489,0.589028568,4.024549251,-1.374910009,0.785689208,0.789344425,1.487546118,-1.030300933,-0.757824404,8.734520206,15.93293453,6.258331442,-1.009611562,-2.678327391,7.446083738,-3.697927607,8.250751961,-4.090926103,2.665404222,-0.362567066,-5.842249977,6.54517973,-9.626801239,-1.873601671,-0.743399229,0.669118481,0.510110688,1.777006071,1.066060462,0.780489453,1.869843492,-0.435347664,-1.191213735,1.37459432,2.211494695,-2.602506551,-1.431705324,-0.613009722,0.532684766,-1.005808524,0.614381499
QAPTDBHI-40,0.6,0.4,1.5,1,80,0.15159,6,0.37084409,-2.481210388,-6.105363992,-4.215430923,-0.217530524,8.261213129,5.797693514,-2.941718126,-1.851331365,-1.473234352,1.412906889,-1.360410254,-0.26001467,0.167123321,3.503703165,5.946608938,4.276721953,-2.129664139,1.301494034,2.70359348,1.283504648,-0.074376168,1.433638752,-1.53151489,0.589028568,4.024549251,-1.374910009,0.785689208,0.789344425,1.487546118,-1.030300933,-0.757824404,8.734520206,15.93293453,6.258331442,-1.009611562,-2.678327391,7.446083738,-3.697927607,8.250751961,-4.090926103,2.665404222,-0.362567066,-5.842249977,6.54517973,-9.626801239,-1.873601671,-0.743399229,0.669118481,0.510110688,1.777006071,1.066060462,0.780489453,1.869843492,-0.435347664,-1.191213735,1.37459432,2.211494695,-2.602506551,-1.431705324,-0.613009722,0.532684766,-1.005808524,0.614381499
P5Ph-1.8,0.598,0.402,1.488,1,80,0.06508,5,-13.93378486,0.255087504,-11.15526045,-3.393632747,-6.344349711,-0.932976926,10.39227964,5.60234677,-0.090808413,-3.891010954,0.833944818,-0.503252772,-2.768340846,1.957816425,-0.66977982,-2.136266139,-0.802613637,-0.725493167,0.409655863,1.952044696,-1.211290949,1.029702818,0.898592896,-2.844583479,0.943170757,-0.633797322,2.956021265,0.194482228,-0.259597563,-0.557038418,1.896294251,1.749072032,0.143044014,-7.679640343,0.559563268,-7.019288265,-2.375161018,-1.319673973,0.065456515,6.532835316,2.725276938,-4.94863289,-5.495368575,-1.431014955,-2.106036496,3.548293765,-5.151423006,-1.410263518,2.293211791,-2.294183182,1.313487128,-0.293270331,-1.181941175,2.458158018,-1.352688266,0.502503812,1.59986695,1.012654062,-0.528232995,-0.686239564,-0.751187346,-0.860142304,0.904466712,0.284434204
P6Ph-2.2,0.739,0.261,2.831,1,80,0.09541,5,-13.61775679,1.129265982,-12.04144985,-2.581442169,-7.438769788,0.241685646,9.610798758,4.576256319,-0.699126386,-3.860640572,0.344210525,0.297091138,-2.509516034,2.1867169,-1.211568948,-2.721538272,-1.33549685,0.476181142,0.547715122,0.620793612,-1.103337642,1.771338323,0.471389666,-2.898109036,0.153365339,-1.424220812,2.369425813,0.924379487,0.018415631,-0.590049838,0.682343858,1.278727326,0.143044014,-7.679640343,0.559563268,-7.019288265,-2.375161018,-1.319673973,0.065456515,6.532835316,2.725276938,-4.94863289,-5.495368575,-1.431014955,-2.106036496,3.548293765,-5.151423006,-1.410263518,2.293211791,-2.294183182,1.313487128,-0.293270331,-1.181941175,2.458158018,-1.352688266,0.502503812,1.59986695,1.012654062,-0.528232995,-0.686239564,-0.751187346,-0.860142304,0.904466712,0.284434204
P5Ph-2.3,0.746,0.254,2.937,1,80,0.10068,5,-13.93378486,0.255087504,-11.15526045,-3.393632747,-6.344349711,-0.932976926,10.39227964,5.60234677,-0.090808413,-3.891010954,0.833944818,-0.503252772,-2.768340846,1.957816425,-0.66977982,-2.136266139,-0.802613637,-0.725493167,0.409655863,1.952044696,-1.211290949,1.029702818,0.898592896,-2.844583479,0.943170757,-0.633797322,2.956021265,0.194482228,-0.259597563,-0.557038418,1.896294251,1.749072032,0.143044014,-7.679640343,0.559563268,-7.019288265,-2.375161018,-1.319673973,0.065456515,6.532835316,2.725276938,-4.94863289,-5.495368575,-1.431014955,-2.106036496,3.548293765,-5.151423006,-1.410263518,2.293211791,-2.294183182,1.313487128,-0.293270331,-1.181941175,2.458158018,-1.352688266,0.502503812,1.59986695,1.012654062,-0.528232995,-0.686239564,-0.751187346,-0.860142304,0.904466712,0.284434204
P5Me-2.2,0.678,0.332,2.106,1,80,0.09522,5,-13.93378486,0.255087504,-11.15526045,-3.393632747,-6.344349711,-0.932976926,10.39227964,5.60234677,-0.090808413,-3.891010954,0.833944818,-0.503252772,-2.768340846,1.957816425,-0.66977982,-2.136266139,-0.802613637,-0.725493167,0.409655863,1.952044696,-1.211290949,1.029702818,0.898592896,-2.844583479,0.943170757,-0.633797322,2.956021265,0.194482228,-0.259597563,-0.557038418,1.896294251,1.749072032,-6.318335384,-8.504440439,-0.244747566,-1.337753234,0.068330943,-2.717731634,0.140104455,7.818171549,2.388246828,-4.607069005,-4.003616124,-4.318694487,-2.901882571,4.193322551,-8.713616616,-1.575426228,4.726126166,-0.391140101,2.880556739,-3.703004559,-3.310672311,1.359034042,-2.758084231,-0.655870213,3.171061382,1.656638096,1.441201836,0.78276596,-2.905168838,1.94796219,1.037111163,-1.27788989
P6Me-2.0,0.645,0.355,1.817,1,80,0.10463,5,-13.61775679,1.129265982,-12.04144985,-2.581442169,-7.438769788,0.241685646,9.610798758,4.576256319,-0.699126386,-3.860640572,0.344210525,0.297091138,-2.509516034,2.1867169,-1.211568948,-2.721538272,-1.33549685,0.476181142,0.547715122,0.620793612,-1.103337642,1.771338323,0.471389666,-2.898109036,0.153365339,-1.424220812,2.369425813,0.924379487,0.018415631,-0.590049838,0.682343858,1.278727326,-6.318335384,-8.504440439,-0.244747566,-1.337753234,0.068330943,-2.717731634,0.140104455,7.818171549,2.388246828,-4.607069005,-4.003616124,-4.318694487,-2.901882571,4.193322551,-8.713616616,-1.575426228,4.726126166,-0.391140101,2.880556739,-3.703004559,-3.310672311,1.359034042,-2.758084231,-0.655870213,3.171061382,1.656638096,1.441201836,0.78276596,-2.905168838,1.94796219,1.037111163,-1.27788989
PPO-7Q-0.8,0.136,0.864,0.157,1,80,0.00115,3,-20.61919979,4.362656102,3.839046091,2.07624139,-2.896333073,-1.313538792,-1.858384053,-3.652723991,-0.610817905,-0.945176171,-0.006107026,-0.464619491,2.610212906,2.221841091,-1.340244925,2.814847474,-0.047248695,-0.659557676,-0.208354161,-0.298781604,0.32495526,0.647626507,1.367803663,-0.677766473,-0.230020499,-1.131641674,-4.03015044,0.336211232,0.896124564,0.576963582,0.233868649,-1.122938794,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
PPO-7Q-1.2,0.217,0.783,0.277,1,80,0.03914,3,-20.61919979,4.362656102,3.839046091,2.07624139,-2.896333073,-1.313538792,-1.858384053,-3.652723991,-0.610817905,-0.945176171,-0.006107026,-0.464619491,2.610212906,2.221841091,-1.340244925,2.814847474,-0.047248695,-0.659557676,-0.208354161,-0.298781604,0.32495526,0.647626507,1.367803663,-0.677766473,-0.230020499,-1.131641674,-4.03015044,0.336211232,0.896124564,0.576963582,0.233868649,-1.122938794,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
PPO-7Q-1.3,0.24,0.76,0.316,1,80,0.05101,3,-20.61919979,4.362656102,3.839046091,2.07624139,-2.896333073,-1.313538792,-1.858384053,-3.652723991,-0.610817905,-0.945176171,-0.006107026,-0.464619491,2.610212906,2.221841091,-1.340244925,2.814847474,-0.047248695,-0.659557676,-0.208354161,-0.298781604,0.32495526,0.647626507,1.367803663,-0.677766473,-0.230020499,-1.131641674,-4.03015044,0.336211232,0.896124564,0.576963582,0.233868649,-1.122938794,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
PPO-7Q-1.5,0.286,0.714,0.401,1,80,0.06337,3,-20.61919979,4.362656102,3.839046091,2.07624139,-2.896333073,-1.313538792,-1.858384053,-3.652723991,-0.610817905,-0.945176171,-0.006107026,-0.464619491,2.610212906,2.221841091,-1.340244925,2.814847474,-0.047248695,-0.659557676,-0.208354161,-0.298781604,0.32495526,0.647626507,1.367803663,-0.677766473,-0.230020499,-1.131641674,-4.03015044,0.336211232,0.896124564,0.576963582,0.233868649,-1.122938794,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
PPO-7Q-1.8,0.363,0.637,0.57,1,80,0.0829,3,-20.61919979,4.362656102,3.839046091,2.07624139,-2.896333073,-1.313538792,-1.858384053,-3.652723991,-0.610817905,-0.945176171,-0.006107026,-0.464619491,2.610212906,2.221841091,-1.340244925,2.814847474,-0.047248695,-0.659557676,-0.208354161,-0.298781604,0.32495526,0.647626507,1.367803663,-0.677766473,-0.230020499,-1.131641674,-4.03015044,0.336211232,0.896124564,0.576963582,0.233868649,-1.122938794,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
PPO-1Q-0.8,0.126,0.874,0.144,1,80,0.00793,7,-27.01161495,0.519984173,28.48615061,-4.508366577,12.56983784,0.168274803,2.920921273,2.352459332,3.056654383,-1.943076717,-1.250982921,0.442058081,-1.3087468,0.424048892,-1.080928836,2.640863654,-0.629272574,-0.870523154,1.340787367,-1.890405038,0.74302203,-0.966885873,0.684498432,0.530936422,0.720780822,0.359394051,1.728403973,0.606683116,-0.100485831,-0.426640968,0.368867864,0.058519091,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
PPO-1Q-1.5,0.247,0.753,0.328,1,80,0.01242,7,-27.01161495,0.519984173,28.48615061,-4.508366577,12.56983784,0.168274803,2.920921273,2.352459332,3.056654383,-1.943076717,-1.250982921,0.442058081,-1.3087468,0.424048892,-1.080928836,2.640863654,-0.629272574,-0.870523154,1.340787367,-1.890405038,0.74302203,-0.966885873,0.684498432,0.530936422,0.720780822,0.359394051,1.728403973,0.606683116,-0.100485831,-0.426640968,0.368867864,0.058519091,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
